2013-01-01,-1.4738506169709256
2013-02-01,-9.724517021707083
2013-03-01,-12.414386798618004
2013-04-01,-19.821473676420645
2013-05-01,-6.704004383469446
2013-06-01,-0.650634207673491
2013-07-01,-7.363301009938183
2013-08-01,-11.033109224252872
2013-09-01,-11.386330312768868
2013-10-01,-11.796649246303774
2013-11-01,-2.1862964207009132
2013-12-01,-7.648099883375362
2014-01-01,-14.101423146668203
2014-02-01,-9.604379559534397
2014-03-01,-16.305347306948043
2014-04-01,-15.375152863141643
2014-05-01,-16.294640419920977
2014-06-01,-11.642682400220165
2014-07-01,-9.265704701050636
2014-08-01,-11.684247889466864
2014-09-01,1.9777337866354934
2014-10-01,8.984570440414936
2014-11-01,16.020261158631044
2014-12-01,20.23079318283712
2015-01-01,37.04015369014056
2015-02-01,33.07532733362252
2015-03-01,31.972578271896566
2015-04-01,39.81013163251719
2015-05-01,28.787120649605345
2015-06-01,30.962981621874885
2015-07-01,33.09431482969072
2015-08-01,37.138373775459755
2015-09-01,46.32102314924825
2015-10-01,54.28809099216109
2015-11-01,47.18813167856343
2015-12-01,48.97357433056053
2016-01-01,49.0077498280315
2016-02-01,41.39983986639175
2016-03-01,49.64956282100287
2016-04-01,52.050624159305734
2016-05-01,36.40148092150117
2016-06-01,41.49742528726201
2016-07-01,50.32637773253902
2016-08-01,46.265733075660336
2016-09-01,48.60671812966508
2016-10-01,49.99685287403193
2016-11-01,38.159830821200856
2016-12-01,49.128110125008064
2017-01-01,48.44700130495983
2017-02-01,43.805744875481246
2017-03-01,46.16449496695571
2017-04-01,44.9588434082398
2017-05-01,37.56486539082092
2017-06-01,41.235370533264174
2017-07-01,52.02978278863088
2017-08-01,50.20927729513943
2017-09-01,53.235743579212176
2017-10-01,60.84231051321755
2017-11-01,41.46523981362775
2017-12-01,48.56505399481088
2018-01-01,62.27439954376919
2018-02-01,55.46775262464939
2018-03-01,66.66195280936877
2018-04-01,73.20313843013338
2018-05-01,65.83344469213054
2018-06-01,74.12469754192146
2018-07-01,83.25190589521445
2018-08-01,67.81662629792896
2018-09-01,72.16405432548362
2018-10-01,78.40636073413376
2018-11-01,64.86553359247065
2018-12-01,73.10687931414866
2019-01-01,80.68670174997085
2019-02-01,74.63152521127591
2019-03-01,88.09447842756765
2019-04-01,98.50810383580294
2019-05-01,85.01321367906537
2019-06-01,96.91499073406654
2019-07-01,121.34589767158727
2019-08-01,104.40447136412311
2019-09-01,125.47585601535225
2019-10-01,136.06301428512242
2019-11-01,116.27523750026448
2019-12-01,116.89645333611186
2020-01-01,125.7505468782824
2020-02-01,107.76791748721932
2020-03-01,117.91258519283957
2020-04-01,117.34548264045777
2020-05-01,104.32808498738967
2020-06-01,112.91527951076608
2020-07-01,120.62070108569814
2020-08-01,103.90010649323176
2020-09-01,112.4189084818967
2020-10-01,117.7839308170445
2020-11-01,99.20305074946437
2020-12-01,108.85291326668971
2021-01-01,118.247033960224
2021-02-01,105.05351613133699
2021-03-01,113.62561055484264
2021-04-01,126.19050274673458
2021-05-01,106.18632106661269
2021-06-01,117.60750306877024
2021-07-01,129.02050244927645
2021-08-01,112.14864796996116
2021-09-01,127.42422739876248
2021-10-01,144.15836700668336
2021-11-01,126.1538835339305
2021-12-01,143.01816860134662
2022-01-01,150.22326311145255
2022-02-01,124.58158478873061
2022-03-01,140.05606380360302
2022-04-01,152.93434244895047
2022-05-01,123.25676062737999
2022-06-01,135.96593543610032
